seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash,seed_mof_name_opt
sxb_N691_edge216215,[F][C][=C][C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][=Branch][pop][=C][N][=C][N][Branch][C][Branch][F][pop][Ring1][Branch][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Tb][O][C][Branch1][C][Fr][O][Tb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][sxb],[F][C][=C][C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][=Branch][pop][=C][N][=C][N][Branch][C][Branch][F][pop][Ring1][Branch][pop][FrH0],4.391741276,[:0sulfonic_acid][:0imidazole][:0imidazole][=C][:1sulfonic_acid][:4benzenediol][:1sulfonic_acid][SH2][SH2][SH2][FrH0][:4benzenediol][:0imidazole][:1carboxylic_acid][SH2][FrH0][=C][Ring2][#C][SH2][S][:1sulfonic_acid][:0O_nitrile][=C][S][:0pyridine][#C][:2pyrimidine][->][:1benzenealcohol][#C][:1carboxylic_acid][=S][#C][S][:1pyrimidine][:1imidazole][:1imidazole][:3pyridine][.][O][=C][Branch1][C][Fr][O][Tb][O][C][Branch1][C][Fr][O][Tb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][sxb],[:0sulfonic_acid][:0imidazole][:0imidazole][=C][:1sulfonic_acid][:4benzenediol][:1sulfonic_acid][SH2][SH2][SH2][FrH0][:4benzenediol][:0imidazole][:1carboxylic_acid][SH2][FrH0][=C][Ring2][#C][SH2][S][:1sulfonic_acid][:0O_nitrile][=C][S][:0pyridine][#C][:2pyrimidine][->][:1benzenealcohol][#C][:1carboxylic_acid][=S][#C][S][:1pyrimidine][:1imidazole][:1imidazole][:3pyridine],N#COS(=O)Oc1ncc([SH2][Fr])n1S(=O)OS(=O)O[SH2][SH2][Fr],3.2942044734954834,sxb_N691_dfa0bb6a,dfa0bb6a,sxb_N691_edge216215_opt
utk_N245_edge90464,[:0O_nitrile][C][C][Branch][O][FrH0][pop][Branch][C][C][=C][FrH0][pop][C][O][pop][.][Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][&&][utk],[:0O_nitrile][C][C][Branch][O][FrH0][pop][Branch][C][C][=C][FrH0][pop][C][O][pop],4.846431732,[:0methyl][C][:0pyrimidine][Ring1][:1sulfonic_acid][:0imidazole][:1pyrimidine][Ring1][:0O_nitrile][pop][Ring1][FrH0][pop][pop][pop][Br][:1amide][:5benzenediol][=S][:2pyrimidine][Cl][:=0methyl_amine][:2pyridine][:0sulfonic_acid][:2pyridine][:0pyrimidine][#N][=S][=S][S][S][FrH0][:0phosphoric_acid][:0pyrimidine][:=0methyl_amine][:2benzenealcohol][:1pyrimidine][:1pyrimidine][:=0methyl_amine][.][Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][&&][utk],[:0methyl][C][:0pyrimidine][Ring1][:1sulfonic_acid][:0imidazole][:1pyrimidine][Ring1][:0O_nitrile][pop][Ring1][FrH0][pop][pop][pop][Br][:1amide][:5benzenediol][=S][:2pyrimidine][Cl][:=0methyl_amine][:2pyridine][:0sulfonic_acid][:2pyridine][:0pyrimidine][#N][=S][=S][S][S][FrH0][:0phosphoric_acid][:0pyrimidine][:=0methyl_amine][:2benzenealcohol][:1pyrimidine][:1pyrimidine][:=0methyl_amine],CCc1ncc(C(=O)N=[SH]c2cncnc2NCOS(=O)c2ncc(-c3nccc(-c4ccc(O)cc4-c4ccncn4)n3)c([SH]=[SH]SS[Fr])n2)c(S(=O)Oc2ncnc([Fr])c2OC#N)n1,2.291841745376587,utk_N245_027ffd44,027ffd44,utk_N245_edge90464_opt
pcu_N108_edge12208,[:0amide][Ring1][N][=C][S][C][Branch][N][Branch][N][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][:1amide][pop][.][Fr][C][=N][N][Zn][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Zn][Branch2][Ring2][=Branch2][N][N][Branch1][=Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][Zn][Branch1][=N][N][N][=C][Branch1][C][Fr][N][N][Ring1][=C][Ring1][=Branch1][N][N][=C][Branch1][C][Fr][N][N][Ring2][Ring1][Ring2][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring1][=N][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][N][Ring2][Ring2][Ring1][N][Ring2][Ring2][=Branch1][&&][pcu],[:0amide][Ring1][N][=C][S][C][Branch][N][Branch][N][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][:1amide][pop],4.342189312,[:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][:1pyridine][:1sulfonic_acid][:1sulfonic_acid][:1pyridine][:1benzenealcohol][:0alkene][:0carboxylic_acid][:1pyrimidine][:0carboxylic_acid][:5benzenediol][SH2][:1methyl_amine][:4benzenealcohol][N][FrH0][FrH0][FrH0][FrH0][:0imidazole][FrH0][=Ring1][:0imidazole][Br][Ring2][:1benzenediol][:0phosphoric_acid][:4benzenealcohol][:0benzenediol][->][->][=Ring1][:0benzene][:4benzenealcohol][:3benzenediol][=Ring1][FrH0][.][Fr][C][=N][N][Zn][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Zn][Branch2][Ring2][=Branch2][N][N][Branch1][=Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][Zn][Branch1][=N][N][N][=C][Branch1][C][Fr][N][N][Ring1][=C][Ring1][=Branch1][N][N][=C][Branch1][C][Fr][N][N][Ring2][Ring1][Ring2][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring1][=N][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][N][Ring2][Ring2][Ring1][N][Ring2][Ring2][=Branch1][&&][pcu],[:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][:1pyridine][:1sulfonic_acid][:1sulfonic_acid][:1pyridine][:1benzenealcohol][:0alkene][:0carboxylic_acid][:1pyrimidine][:0carboxylic_acid][:5benzenediol][SH2][:1methyl_amine][:4benzenealcohol][N][FrH0][FrH0][FrH0][FrH0][:0imidazole][FrH0][=Ring1][:0imidazole][Br][Ring2][:1benzenediol][:0phosphoric_acid][:4benzenealcohol][:0benzenediol][->][->][=Ring1][:0benzene][:4benzenealcohol][:3benzenediol][=Ring1][FrH0],O=Cc1c(OS(=O)OS(=O)O[SH]=O)cnc(-c2nc(-c3c(O)ccc(-c4cc(O)cc(O)c4[Fr])c3O)c[nH]2)c1OC(=O)[SH2]CNN[Fr],2.4343409538269043,pcu_N108_185f4765,185f4765,pcu_N108_edge12208_opt
cds_N448_edge21178,[FrH0][C][C][C][Branch][C][Branch][C][pop][N][Branch][FrH0][pop][Ring1][=Branch][pop][C][.][O][=C][Branch1][C][Fr][O][U][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][cds],[FrH0][C][C][C][Branch][C][Branch][C][pop][N][Branch][FrH0][pop][Ring1][=Branch][pop][C],4.910604954,[:0nitrile][C][Branch][:2pyrimidine][Branch][:0imidazole][Br][:1alkyne][pop][Br][:1sulfonic_acid][N][Branch][FrH0][:1amide][SH2][Br][:0O_nitrile][:1sulfonic_acid][SH2][SH2][SH2][#N][S][=C][SH2][SH2][SH2][FrH0][:0pyridine][SH2][S][:0pyridine][:2imidazole][S][#N][S][S][:4pyridine][.][O][=C][Branch1][C][Fr][O][U][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][cds],[:0nitrile][C][Branch][:2pyrimidine][Branch][:0imidazole][Br][:1alkyne][pop][Br][:1sulfonic_acid][N][Branch][FrH0][:1amide][SH2][Br][:0O_nitrile][:1sulfonic_acid][SH2][SH2][SH2][#N][S][=C][SH2][SH2][SH2][FrH0][:0pyridine][SH2][S][:0pyridine][:2imidazole][S][#N][S][S][:4pyridine],C#Cn1c(-c2nc(C[SH2][SH2][SH2][Fr])nc([SH2][SH2][SH2]#N)c2C#N)nc(Br)c1S(=O)O[Fr],2.486107826,cds_N448_b8d5f4d9,b8d5f4d9,cds_N448_edge21178_opt
hex_N337_edge132734,[F][N][C][Branch][C][Branch][C][=C][Branch][C][Branch][F][pop][Branch][F][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][pop][=S][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][hex],[F][N][C][Branch][C][Branch][C][=C][Branch][C][Branch][F][pop][Branch][F][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][pop][=S],4.401559353,[:0propyl][C][:3pyridine][Ring2][S][SH2][:1benzenediol][#Branch][N][:0O_nitrile][:0nitrile][Ring2][:0methyl_amine][Ring1][FrH0][SH2][pop][FrH0][Ring1][:1imidazole][pop][Ring1][FrH0][:1benzenealcohol][Ring2][Ring2][:1sulfonic_acid][:2benzenealcohol][:1sulfonic_acid][:3pyridine][:4benzenediol][:4benzenediol][=O][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][hex],[:0propyl][C][:3pyridine][Ring2][S][SH2][:1benzenediol][#Branch][N][:0O_nitrile][:0nitrile][Ring2][:0methyl_amine][Ring1][FrH0][SH2][pop][FrH0][Ring1][:1imidazole][pop][Ring1][FrH0][:1benzenealcohol][Ring2][Ring2][:1sulfonic_acid][:2benzenealcohol][:1sulfonic_acid][:3pyridine][:4benzenediol][:4benzenediol][=O],CCCc1cnc(S[SH2]Oc2c(NC[Fr])ccc(O)c2NOC#N)cc1[Fr],1.7732219696044922,hex_N337_e268e2bf,e268e2bf,hex_N337_edge132734_opt
bcu_N337_edge127540,[:0nitrile][C][C][Branch][C][Branch][C][=C][Branch][C][=C][Ring1][Ring2][pop][FrH0][pop][Branch][:0nitrile][pop][:0nitrile][pop][O][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bcu],[:0nitrile][C][C][Branch][C][Branch][C][=C][Branch][C][=C][Ring1][Ring2][pop][FrH0][pop][Branch][:0nitrile][pop][:0nitrile][pop][O][FrH0][pop],3.451045036,[:0nitrile][C][C][Branch][O][#Branch][pop][#Branch][Branch][SH2][=Ring1][:3pyrimidine][SH2][FrH0][SH2][=C][=C][FrH0][:0phosphoric_acid][:1benzenediol][S][:3benzenealcohol][:1sulfonic_acid][:1benzenealcohol][:3pyrimidine][=Ring1][:3benzenediol][S][:0nitrile][:3pyrimidine][S][:5benzenediol][:0benzenealcohol][:0sulfonic_acid][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bcu],[:0nitrile][C][C][Branch][O][#Branch][pop][#Branch][Branch][SH2][=Ring1][:3pyrimidine][SH2][FrH0][SH2][=C][=C][FrH0][:0phosphoric_acid][:1benzenediol][S][:3benzenealcohol][:1sulfonic_acid][:1benzenealcohol][:3pyrimidine][=Ring1][:3benzenediol][S][:0nitrile][:3pyrimidine][S][:5benzenediol][:0benzenealcohol][:0sulfonic_acid],N#CC1([SH2]=C=C[Fr])O[SH2]1[SH2][Fr],3.872538805007935,bcu_N337_43bef9e7,43bef9e7,bcu_N337_edge127540_opt
sxb_N425_edge11453,[Cl][C][Branch][C][=C][=C][N][Branch][C][Ring1][Branch][pop][FrH0][pop][Branch][FrH0][pop][Cl][.][Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C][&&][sxb],[Cl][C][Branch][C][=C][=C][N][Branch][C][Ring1][Branch][pop][FrH0][pop][Branch][FrH0][pop][Cl],4.008539677,[:0sulfonic_acid][Branch][C][C][=C][=C][C][Branch][Cl][Ring2][Cl][:3pyrimidine][->][SH2][FrH0][pop][Ring1][FrH0][pop][SH2][->][:5benzenealcohol][=C][:1benzenealcohol][:5benzenealcohol][.][Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C][&&][sxb],[:0sulfonic_acid][Branch][C][C][=C][=C][C][Branch][Cl][Ring2][Cl][:3pyrimidine][->][SH2][FrH0][pop][Ring1][FrH0][pop][SH2][->][:5benzenealcohol][=C][:1benzenealcohol][:5benzenealcohol],O=S(CC=C=C=C(Cl)[SH2][Fr])O[Fr],1.935881257,sxb_N425_466716b7,466716b7,sxb_N425_edge11453_opt
eta_N60_edge119672,[P][C][Branch][N][C][C][=C][Branch][C][Ring1][Branch][Ring1][Ring2][pop][FrH0][pop][Branch][FrH0][pop][P][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring1][=Branch2][&&][eta],[P][C][Branch][N][C][C][=C][Branch][C][Ring1][Branch][Ring1][Ring2][pop][FrH0][pop][Branch][FrH0][pop][P],3.403995514,[:0amide][Cl][FrH0][Cl][FrH0][:0amide][:3pyrimidine][C][:0phosphoric_acid][O][F][pop][C][Branch][Branch][:#1methyl_amine][pop][Ring1][#Branch][:1sulfonic_acid][Ring2][:3benzenealcohol][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring1][=Branch2][&&][eta],[:0amide][Cl][FrH0][Cl][FrH0][:0amide][:3pyrimidine][C][:0phosphoric_acid][O][F][pop][C][Branch][Branch][:#1methyl_amine][pop][Ring1][#Branch][:1sulfonic_acid][Ring2][:3benzenealcohol],O=C([Fr])N[Fr],3.537795305252075,eta_N60_4992fbb7,4992fbb7,eta_N60_edge119672_opt
hex_N35_edge106439,[FrH0][O][C][Branch][N][Branch][P][Branch][C][pop][C][pop][C][C][=C][FrH0][pop][O][P][Branch][C][pop][C][.][Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch2][Ring1][P][O][C][Branch1][C][Fr][O][Co][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][P][&&][hex],[FrH0][O][C][Branch][N][Branch][P][Branch][C][pop][C][pop][C][C][=C][FrH0][pop][O][P][Branch][C][pop][C],4.224282265,[:0nitrile][C][:1methyl_amine][Ring1][:0methyl_amine][:0methyl][:0benzenealcohol][#Branch][:0methyl_amine][Ring1][:1amide][Ring1][FrH0][:=0methyl_amine][SH2][Ring2][O][Branch][Ring1][:1sulfonic_acid][Ring1][FrH0][pop][pop][Ring1][Ring2][pop][pop][:3benzenediol][pop][S][:2imidazole][:4pyridine][:0benzenealcohol][:0alkene][:2pyrimidine][:0alkene][.][Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch2][Ring1][P][O][C][Branch1][C][Fr][O][Co][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][P][&&][hex],[:0nitrile][C][:1methyl_amine][Ring1][:0methyl_amine][:0methyl][:0benzenealcohol][#Branch][:0methyl_amine][Ring1][:1amide][Ring1][FrH0][:=0methyl_amine][SH2][Ring2][O][Branch][Ring1][:1sulfonic_acid][Ring1][FrH0][pop][pop][Ring1][Ring2][pop][pop][:3benzenediol][pop][S][:2imidazole][:4pyridine][:0benzenealcohol][:0alkene][:2pyrimidine][:0alkene],N#CCNNCc1c(ONCC(=O)N[Fr])ccc([Fr])c1O,3.224696397781372,hex_N35_6bc1001a,6bc1001a,hex_N35_edge106439_opt
unc_N254_edge103810,[S][=C][C][Branch][C][Branch][C][=S][pop][FrH0][pop][Branch][C][C][C][C][FrH0][pop][O][:1alkyne][.][Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][unc],[S][=C][C][Branch][C][Branch][C][=S][pop][FrH0][pop][Branch][C][C][C][C][FrH0][pop][O][:1alkyne],4.160435677,[:0O_nitrile][=O][:0phosphoric_acid][Ring1][FrH0][pop][Ring1][:4pyridine][Ring1][:2pyrimidine][:0methyl_amine][Ring2][C][Branch][SH2][FrH0][pop][SH2][:0O_nitrile][pop][pop][pop][->][:0benzenealcohol][:2benzenealcohol][:1benzenediol][:3pyridine][:2benzenealcohol][.][Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][unc],[:0O_nitrile][=O][:0phosphoric_acid][Ring1][FrH0][pop][Ring1][:4pyridine][Ring1][:2pyrimidine][:0methyl_amine][Ring2][C][Branch][SH2][FrH0][pop][SH2][:0O_nitrile][pop][pop][pop][->][:0benzenealcohol][:2benzenealcohol][:1benzenediol][:3pyridine][:2benzenealcohol],N#COOP(=O)(O[Fr])Oc1cccc(-c2cnc([Fr])nc2OC#N)n1,3.3691182136535645,unc_N254_5b6e7e7c,5b6e7e7c,unc_N254_edge103810_opt
eta_N186_edge146662,[O][C][=C][Branch][C][Branch][O][C][=C][Branch][C][Branch][C][Branch][FrH0][pop][O][pop][Branch][O][pop][O][pop][Ring1][=Branch][pop][Branch][O][pop][O][pop][FrH0][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][eta],[O][C][=C][Branch][C][Branch][O][C][=C][Branch][C][Branch][C][Branch][FrH0][pop][O][pop][Branch][O][pop][O][pop][Ring1][=Branch][pop][Branch][O][pop][O][pop][FrH0],3.882718801,[O][S][=C][:1alkyne][:0sulfonic_acid][:1pyridine][:0alkene][C][=C][:3pyrimidine][:3pyrimidine][Branch][=O][Branch][FrH0][pop][=Ring1][pop][Branch][:1alkyne][pop][S][:1alkyne][:2benzenealcohol][:0nitrile][:0nitrile][:2pyrimidine][=Ring1][S][:2pyrimidine][=Ring1][FrH0][:1pyridine][:1pyridine][:1benzenediol][:1sulfonic_acid][:0alkene][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][eta],[O][S][=C][:1alkyne][:0sulfonic_acid][:1pyridine][:0alkene][C][=C][:3pyrimidine][:3pyrimidine][Branch][=O][Branch][FrH0][pop][=Ring1][pop][Branch][:1alkyne][pop][S][:1alkyne][:2benzenealcohol][:0nitrile][:0nitrile][:2pyrimidine][=Ring1][S][:2pyrimidine][=Ring1][FrH0][:1pyridine][:1pyridine][:1benzenediol][:1sulfonic_acid][:0alkene],C#Cc1cnc(O[Fr])nc1C=Cc1c(C#CC=[SH]O)cncc1-c1ccc(O)c(Sc2cnc(-c3cnccc3S(=O)O)nc2[Fr])c1C#N,1.715721607208252,eta_N186_c4649977,c4649977,eta_N186_edge146662_opt
pcu_N274_edge25222,[FrH0][C][=C][Branch][:2pyridine][pop][C][C][O][FrH0][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[FrH0][C][=C][Branch][:2pyridine][pop][C][C][O][FrH0],3.391714096,[:0carboxylic_acid][C][:0benzenediol][#Branch][C][:0amide][Ring1][FrH0][pop][pop][Ring2][S][=Branch][=O][pop][:0phosphoric_acid][Ring2][Cl][pop][pop][Ring1][Br][pop][Ring1][O][FrH0][pop][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[:0carboxylic_acid][C][:0benzenediol][#Branch][C][:0amide][Ring1][FrH0][pop][pop][Ring2][S][=Branch][=O][pop][:0phosphoric_acid][Ring2][Cl][pop][pop][Ring1][Br][pop][Ring1][O][FrH0][pop][pop],O=COc1c(OCNC(=O)[Fr])cc(O[Fr])c(Br)c1OS(=O)OP(=O)(O)OCl,2.782578945159912,pcu_N274_cc46f8fb,cc46f8fb,pcu_N274_edge25222_opt
bnn_N372_edge60508,[:0nitrile][C][C][Branch][C][=C][Branch][N][N][Ring1][Branch][pop][FrH0][pop][FrH0][pop][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][bnn],[:0nitrile][C][C][Branch][C][=C][Branch][N][N][Ring1][Branch][pop][FrH0][pop][FrH0][pop],3.449041367,[:0nitrile][C][C][Branch][FrH0][:1carboxylic_acid][SH2][C][=C][Branch][Cl][pop][FrH0][Cl][:0sulfonic_acid][:0sulfonic_acid][=O][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][bnn],[:0nitrile][C][C][Branch][FrH0][:1carboxylic_acid][SH2][C][=C][Branch][Cl][pop][FrH0][Cl][:0sulfonic_acid][:0sulfonic_acid][=O],N#CC([Fr])C(=O)OC=C(Cl)[Fr],3.066634417,bnn_N372_44b3b954,44b3b954,bnn_N372_edge60508_opt
