,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash
10,dia_N719_edge90380,[O][C][Branch][C][Branch][O][FrH0][pop][C][C][=C][FrH0][pop][Br][.][Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][dia],[O][C][Branch][C][Branch][O][FrH0][pop][C][C][=C][FrH0][pop][Br],0.795524398,[:0propyl][C][:3pyridine][Ring2][C][C][C][FrH0][pop][:0methyl][:1alkyne][Branch][:1methyl_amine][:4benzenediol][FrH0][:0methyl_amine][:3benzenediol][:0benzenealcohol][Ring1][:0methyl_amine][pop][pop][:5benzenealcohol][:1pyrimidine][.][Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][dia],[:0propyl][C][:3pyridine][Ring2][C][C][C][FrH0][pop][:0methyl][:1alkyne][Branch][:1methyl_amine][:4benzenediol][FrH0][:0methyl_amine][:3benzenediol][:0benzenealcohol][Ring1][:0methyl_amine][pop][pop][:5benzenealcohol][:1pyrimidine],CCCc1cnc(CCC[Fr])c(C#CCN[Fr])c1,1.017510479,dia_N719_ad9f53bb,ad9f53bb
11,bcg_N337_edge28462,[O][S][Branch][C][N][N][Branch][C][C][Branch][S][Branch][O][pop][Branch][O][pop][O][pop][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][Branch][O][pop][O][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bcg],[O][S][Branch][C][N][N][Branch][C][C][Branch][S][Branch][O][pop][Branch][O][pop][O][pop][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][Branch][O][pop][O],0.700589606,[O][SH2][Branch][:0methyl_amine][pop][C][:5benzenediol][pop][:0propyl][C][C][O][FrH0][FrH0][:2benzenealcohol][FrH0][:0propyl][:0methyl_amine][pop][:0methyl][:1carboxylic_acid][:1alkyne][Ring1][pop][:3imidazole][C][:1pyrimidine][:1pyridine][:4benzenealcohol][:5benzenediol][:0propyl][:0benzenealcohol][:5benzenealcohol][:3benzenediol][:=0amide][O][FrH0][=Ring2][:0benzenealcohol][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bcg],[O][SH2][Branch][:0methyl_amine][pop][C][:5benzenediol][pop][:0propyl][C][C][O][FrH0][FrH0][:2benzenealcohol][FrH0][:0propyl][:0methyl_amine][pop][:0methyl][:1carboxylic_acid][:1alkyne][Ring1][pop][:3imidazole][C][:1pyrimidine][:1pyridine][:4benzenealcohol][:5benzenediol][:0propyl][:0benzenealcohol][:5benzenealcohol][:3benzenediol][:=0amide][O][FrH0][=Ring2][:0benzenealcohol],CCCOc1c(-c2cncnc2-c2cc(OC[SH2](O)NC)c(CCO[Fr])c(Oc3ccc(O)cc3CCC)c2C(=O)O)cccc1-c1cc(O)cc(Oc2ccccc2O)c1O[Fr],0.92980583,bcg_N337_a844a1f4,a844a1f4
12,hex_N209_edge195073,[FrH0][:1alkyne][Ring1][C][C][Branch][P][Branch][C][pop][C][pop][:0benzene][Ring2][P][Branch][C][pop][C][pop][Ring1][C][=C][FrH0][pop][pop][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][&&][hex],[FrH0][:1alkyne][Ring1][C][C][Branch][P][Branch][C][pop][C][pop][:0benzene][Ring2][P][Branch][C][pop][C][pop][Ring1][C][=C][FrH0][pop][pop],0.946058548,[:0propyl][C][:1amide][:1benzenediol][:3imidazole][Ring2][:0methyl][pop][N][pop][Ring1][:0benzene][Ring2][C][pop][Ring1][C][pop][:1methyl_amine][:1methyl_amine][:0pyrimidine][C][:1alkyne][FrH0][FrH0][:0imidazole][pop][:0propyl][pop][:1carboxylic_acid][FrH0][:1methyl_amine][pop][pop][:0carboxylic_acid][:=0amide][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][&&][hex],[:0propyl][C][:1amide][:1benzenediol][:3imidazole][Ring2][:0methyl][pop][N][pop][Ring1][:0benzene][Ring2][C][pop][Ring1][C][pop][:1methyl_amine][:1methyl_amine][:0pyrimidine][C][:1alkyne][FrH0][FrH0][:0imidazole][pop][:0propyl][pop][:1carboxylic_acid][FrH0][:1methyl_amine][pop][pop][:0carboxylic_acid][:=0amide],CCCC(=O)Nc1ncn(CC)c1-c1cc(CNCC#C[Fr])c(C)c(C)c1[Fr],1.005107742,hex_N209_76220eb1,76220eb1
13,cds_N153_edge92428,[:0amide][Ring1][C][=C][C][Branch][C][=C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][:1amide][pop][FrH0][pop][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][Ring1][P][&&][cds],[:0amide][Ring1][C][=C][C][Branch][C][=C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][:1amide][pop][FrH0][pop],0.859220109,[:0propyl][C][:5benzenealcohol][:1methyl_amine][:0methyl][=O][:1amide][:1methyl_amine][#C][C][:5benzenediol][#Branch][FrH0][pop][pop][:0methyl_amine][:1alkyne][C][FrH0][:0methyl][pop][:0propyl][N][:3benzenealcohol][:0isocyanate][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][Ring1][P][&&][cds],[:0propyl][C][:5benzenealcohol][:1methyl_amine][:0methyl][=O][:1amide][:1methyl_amine][#C][C][:5benzenediol][#Branch][FrH0][pop][pop][:0methyl_amine][:1alkyne][C][FrH0][:0methyl][pop][:0propyl][N][:3benzenealcohol][:0isocyanate],CCCOc1c(Nc2cccc(O)c2)cc(C[Fr])c(CNCOc2cc(O)ccc2[Fr])c1CC,0.970243024,cds_N153_d7af47bc,d7af47bc
14,crb_N515_edge159438,[FrH0][:1alkyne][Ring1][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][C][FrH0][pop][.][Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][crb],[FrH0][:1alkyne][Ring1][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][C][FrH0][pop],0.974476694,[:0methyl][C][:4benzenealcohol][Ring1][C][:1methyl_amine][Ring1][:1alkyne][Ring1][FrH0][pop][pop][pop][Ring1][:0methyl_amine][pop][Ring1][:0methyl][pop][Ring2][FrH0][pop][pop][:1methyl_amine][.][Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][crb],[:0methyl][C][:4benzenealcohol][Ring1][C][:1methyl_amine][Ring1][:1alkyne][Ring1][FrH0][pop][pop][pop][Ring1][:0methyl_amine][pop][Ring1][:0methyl][pop][Ring2][FrH0][pop][pop][:1methyl_amine],CCc1cc([Fr])c(CC)c(OCCNC#C[Fr])c1NC,1.062404014,crb_N515_24c1d2fe,24c1d2fe
15,eta_N137_edge119158,[FrH0][C][=C][:0benzene][Ring1][C][pop][Ring2][C][pop][Ring1][C][pop][Ring1][FrH0][pop][.][Fr][C][=N][N][N][Branch1][Ring2][N][Ring1][Branch1][Co][N][N][=C][Branch1][C][Fr][N][N][Ring1][=Branch1][Co][Ring1][O][N][N][Ring1][#Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][&&][eta],[FrH0][C][=C][:0benzene][Ring1][C][pop][Ring2][C][pop][Ring1][C][pop][Ring1][FrH0][pop],0.890515719,[:0propyl][C][C][O][:3pyridine][C][:0sulfonic_acid][pop][:5benzenealcohol][FrH0][pop][:0propyl][:4benzenediol][Branch][C][FrH0][pop][:3imidazole][:1methyl_amine][pop][pop][Ring2][C][pop][pop][:3imidazole][:0imidazole][=C][:4benzenealcohol][:0methyl][:0imidazole][:1pyridine][.][Fr][C][=N][N][N][Branch1][Ring2][N][Ring1][Branch1][Co][N][N][=C][Branch1][C][Fr][N][N][Ring1][=Branch1][Co][Ring1][O][N][N][Ring1][#Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][&&][eta],[:0propyl][C][C][O][:3pyridine][C][:0sulfonic_acid][pop][:5benzenealcohol][FrH0][pop][:0propyl][:4benzenediol][Branch][C][FrH0][pop][:3imidazole][:1methyl_amine][pop][pop][Ring2][C][pop][pop][:3imidazole][:0imidazole][=C][:4benzenealcohol][:0methyl][:0imidazole][:1pyridine],CCCCOc1c(O[SH]=O)nc([Fr])c(-c2cc(CN)c(OC[Fr])cc2O)c1C,0.902980784,eta_N137_1742a22d,1742a22d
16,ths_N137_edge4423,[Cl][:1pyrimidine][Branch][FrH0][pop][Ring2][FrH0][pop][.][Fr][C][=N][N][N][Branch1][Ring2][N][Ring1][Branch1][Co][N][N][=C][Branch1][C][Fr][N][N][Ring1][=Branch1][Co][Ring1][O][N][N][Ring1][#Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][&&][ths],[Cl][:1pyrimidine][Branch][FrH0][pop][Ring2][FrH0][pop],0.735240137,[:0propyl][C][:3imidazole][Ring1][C][FrH0][pop][Ring1][:0amide][Ring1][:0alkene][:0methyl][pop][Ring1][O][:1benzenealcohol][:0pyrimidine][:1methyl_amine][pop][Ring2][FrH0][:1pyridine][Ring1][:0propyl][pop][pop][:1methyl_amine][:0benzenediol][:0benzenediol][.][Fr][C][=N][N][N][Branch1][Ring2][N][Ring1][Branch1][Co][N][N][=C][Branch1][C][Fr][N][N][Ring1][=Branch1][Co][Ring1][O][N][N][Ring1][#Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][&&][ths],[:0propyl][C][:3imidazole][Ring1][C][FrH0][pop][Ring1][:0amide][Ring1][:0alkene][:0methyl][pop][Ring1][O][:1benzenealcohol][:0pyrimidine][:1methyl_amine][pop][Ring2][FrH0][:1pyridine][Ring1][:0propyl][pop][pop][:1methyl_amine][:0benzenediol][:0benzenediol],CCCc1nc(C[Fr])n(NC(=O)C=O)c1Oc1cc(O)c([Fr])cc1CN,0.918673304,ths_N137_605f6943,605f6943
17,pcu_N447_edge179993,[O][O][C][Branch][C][=S][C][Branch][C][Branch][S][Ring1][=Branch][pop][=S][pop][Branch][O][O][pop][FrH0][pop][FrH0][.][Fr][C][=C][N][C][=Branch2][=Branch1][#Branch1][=C][N][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Co][Ring1][#Branch2][Branch2][Ring1][=Branch2][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][=C][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#C][Ring1][#Branch1][N][C][Branch1][#C][C][=C][C][=C][Branch1][C][Fr][C][N][Ring2][Ring1][Branch2][Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][C][=C][Ring2][Ring2][#Branch2][&&][pcu],[O][O][C][Branch][C][=S][C][Branch][C][Branch][S][Ring1][=Branch][pop][=S][pop][Branch][O][O][pop][FrH0][pop][FrH0],0.827343196,[:0propyl][C][:4benzenediol][Ring1][FrH0][pop][Ring1][Branch][Ring1][:0methyl_amine][C][FrH0][pop][pop][pop][:1alkyne][C][pop][Ring2][:0methyl][pop][pop][:0propyl][.][Fr][C][=C][N][C][=Branch2][=Branch1][#Branch1][=C][N][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Co][Ring1][#Branch2][Branch2][Ring1][=Branch2][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][=C][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#C][Ring1][#Branch1][N][C][Branch1][#C][C][=C][C][=C][Branch1][C][Fr][C][N][Ring2][Ring1][Branch2][Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][C][=C][Ring2][Ring2][#Branch2][&&][pcu],[:0propyl][C][:4benzenediol][Ring1][FrH0][pop][Ring1][Branch][Ring1][:0methyl_amine][C][FrH0][pop][pop][pop][:1alkyne][C][pop][Ring2][:0methyl][pop][pop][:0propyl],CCCc1ccc(O[Fr])cc1O[Fr],0.975479344,pcu_N447_343de429,343de429
18,sxb_N425_edge28449,[S][=C][N][C][C][Branch][C][N][Branch][FrH0][pop][Ring1][Branch][pop][Branch][C][=S][pop][FrH0][.][Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C][&&][sxb],[S][=C][N][C][C][Branch][C][N][Branch][FrH0][pop][Ring1][Branch][pop][Branch][C][=S][pop][FrH0],0.67812647,[:0methyl][C][:5benzenealcohol][C][:1methyl_amine][Ring1][C][C][Branch][C][pop][Branch][C][C][=C][FrH0][:1alkyne][:0nitrile][:0methyl][pop][pop][pop][:0benzene][FrH0][:2benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0O_nitrile][:#1methyl_amine][:1pyrimidine][:1amide][:1amide][.][Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C][&&][sxb],[:0methyl][C][:5benzenealcohol][C][:1methyl_amine][Ring1][C][C][Branch][C][pop][Branch][C][C][=C][FrH0][:1alkyne][:0nitrile][:0methyl][pop][pop][pop][:0benzene][FrH0][:2benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0O_nitrile][:#1methyl_amine][:1pyrimidine][:1amide][:1amide],CCC#CC(C)(CC=C[Fr])CNCc1c(OCC)ccc(-c2c(O)ccc(C(N)=O)c2OC#N)c1[Fr],0.924562232,sxb_N425_2a740ffa,2a740ffa
19,lcy_N36_edge60395,[FrH0][S][=C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][Branch][C][pop][C][Branch][C][pop][Branch][C][pop][Ring1][O][pop][C][.][O][=C][Branch1][C][Fr][O][Cd][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][lcy],[FrH0][S][=C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][Branch][C][pop][C][Branch][C][pop][Branch][C][pop][Ring1][O][pop][C],0.863122738,[:0methyl][C][:3benzenediol][Ring2][:1benzenealcohol][:3benzenediol][:0benzene][:=1methyl_amine][FrH0][pop][pop][:1imidazole][C][pop][pop][O][FrH0][:4benzenealcohol][Ring2][:2benzenediol][:=0methyl_amine][:0methyl][:0propyl][pop][pop][:5benzenediol][:0benzenealcohol][:0propyl][F][:0propyl][:3pyrimidine][Ring2][.][O][=C][Branch1][C][Fr][O][Cd][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][lcy],[:0methyl][C][:3benzenediol][Ring2][:1benzenealcohol][:3benzenediol][:0benzene][:=1methyl_amine][FrH0][pop][pop][:1imidazole][C][pop][pop][O][FrH0][:4benzenealcohol][Ring2][:2benzenediol][:=0methyl_amine][:0methyl][:0propyl][pop][pop][:5benzenediol][:0benzenealcohol][:0propyl][F][:0propyl][:3pyrimidine][Ring2],CCCc1c(CC)cc(Oc2cc(O)cc(C)c2-c2ccccc2[Fr])c([Fr])c1O,0.919224742,lcy_N36_167bea1c,167bea1c
20,qtz_N282_edge163732,[S][C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][S][pop][S][pop][S][pop][C][=C][C][C][=Branch][:=0methyl_amine][Ring1][Ring1][=Branch][pop][pop][FrH0][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][qtz],[S][C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][S][pop][S][pop][S][pop][C][=C][C][C][=Branch][:=0methyl_amine][Ring1][Ring1][=Branch][pop][pop][FrH0],0.831259284,[:0propyl][C][C][Branch][:1methyl_amine][pop][:1benzenediol][=Branch][:0methyl_amine][Ring1][:3imidazole][:1pyridine][FrH0][pop][pop][pop][Ring1][:0methyl_amine][Ring1][C][FrH0][pop][pop][pop][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][qtz],[:0propyl][C][C][Branch][:1methyl_amine][pop][:1benzenediol][=Branch][:0methyl_amine][Ring1][:3imidazole][:1pyridine][FrH0][pop][pop][pop][Ring1][:0methyl_amine][Ring1][C][FrH0][pop][pop][pop],CCCC(CN)Oc1cccc(ONCc2c[nH]c([Fr])n2)c1NCC[Fr],1.028190564,qtz_N282_e783b826,e783b826
21,pcu_N494_edge65111,[Cl][N][N][C][Branch][S][Branch][C][Branch][FrH0][pop][Branch][Cl][pop][Cl][pop][Branch][Cl][pop][Ring1][Ring2][pop][FrH0][.][Fr][C][Branch1][C][C][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C][&&][pcu],[Cl][N][N][C][Branch][S][Branch][C][Branch][FrH0][pop][Branch][Cl][pop][Cl][pop][Branch][Cl][pop][Ring1][Ring2][pop][FrH0],0.733250992,[:0methyl_amine][C][:1pyridine][=Branch][C][Branch][FrH0][pop][Branch][:1methyl_amine][pop][:1amide][pop][=Branch][:1methyl_amine][Ring1][C][Branch][FrH0][pop][N][N][pop][pop][pop][.][Fr][C][Branch1][C][C][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C][&&][pcu],[:0methyl_amine][C][:1pyridine][=Branch][C][Branch][FrH0][pop][Branch][:1methyl_amine][pop][:1amide][pop][=Branch][:1methyl_amine][Ring1][C][Branch][FrH0][pop][N][N][pop][pop][pop],CNc1ccc(CNC([Fr])NN)nc1C([Fr])(CN)C(N)=O,1.094325888,pcu_N494_5e50818a,5e50818a
22,lon_N583_edge32206,[:0sulfonic_acid][Ring1][C][=C][Branch][S][C][=Branch][=C][Branch][:1sulfonic_acid][pop][Ring1][Branch][pop][FrH0][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][=Branch1][O][C][Branch1][C][Fr][O][In][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][lon],[:0sulfonic_acid][Ring1][C][=C][Branch][S][C][=Branch][=C][Branch][:1sulfonic_acid][pop][Ring1][Branch][pop][FrH0][pop][FrH0][pop],0.739784389,[:0propyl][C][:1methyl_amine][Ring1][:3benzenealcohol][Ring2][:1benzenediol][#Branch][C][:0O_nitrile][pop][Branch][FrH0][pop][pop][Ring1][:0propyl][pop][:0propyl][:1methyl_amine][:0benzenealcohol][FrH0][pop][pop][pop][:0propyl][C][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][=Branch1][O][C][Branch1][C][Fr][O][In][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][lon],[:0propyl][C][:1methyl_amine][Ring1][:3benzenealcohol][Ring2][:1benzenediol][#Branch][C][:0O_nitrile][pop][Branch][FrH0][pop][pop][Ring1][:0propyl][pop][:0propyl][:1methyl_amine][:0benzenealcohol][FrH0][pop][pop][pop][:0propyl][C],CCCCNc1cc(CN[Fr])c(CCC)c(OOc2cc([Fr])cc(O)c2COC#N)c1,0.904646597,lon_N583_54c24316,54c24316
23,lvt_N317_edge14999,[:0O_nitrile][C][C][Branch][C][Branch][S][C][FrH0][pop][Branch][:0O_nitrile][pop][:0O_nitrile][pop][C][FrH0][pop][.][Fr][C][O][Co][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][lvt],[:0O_nitrile][C][C][Branch][C][Branch][S][C][FrH0][pop][Branch][:0O_nitrile][pop][:0O_nitrile][pop][C][FrH0][pop],0.793260534,[:0propyl][C][C][Branch][:0propyl][pop][C][:0benzenealcohol][:1imidazole][C][:1alkyne][Ring1][FrH0][pop][pop][:4benzenediol][C][FrH0][:0carboxylic_acid][pop][:0methyl][C][pop][:0methyl][:0methyl][.][Fr][C][O][Co][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][lvt],[:0propyl][C][C][Branch][:0propyl][pop][C][:0benzenealcohol][:1imidazole][C][:1alkyne][Ring1][FrH0][pop][pop][:4benzenediol][C][FrH0][:0carboxylic_acid][pop][:0methyl][C][pop][:0methyl][:0methyl],CCCC(CCC)Cc1c(CC#C[Fr])c(C[Fr])cc(C)c1OCC,0.996502756,lvt_N317_b49ed14e,b49ed14e
