seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name,linker_hash
crb_N34_edge163337,[FrH0][C][C][Branch][:0benzene][pop][C][C][=C][C][C][=Branch][:=0methyl_amine][Ring1][Ring1][=Branch][pop][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][crb],[FrH0][C][C][Branch][:0benzene][pop][C][C][=C][C][C][=Branch][:=0methyl_amine][Ring1][Ring1][=Branch][pop][pop][FrH0],[Fr]CC(CC1=CCC([Fr])=NC1)c1ccccc1,"[-9.496986, 0.9697087]",[FrH0][N][:2benzenediol][:0methyl][:1amide][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][Cl][Cl][N][N][FrH0][:=1methyl_amine][:=1methyl_amine][#C][:0pyridine][:1pyridine][=O][:1sulfonic_acid][:3pyrimidine][:2pyridine][:1imidazole][:1imidazole][SH2][:2pyridine][:2imidazole][:0carboxylic_acid][:0pyridine][:0pyridine][:=1methyl_amine][:=1methyl_amine][:1pyridine][:0propyl][:2imidazole][:2imidazole][:2imidazole][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][crb],[FrH0][N][:2benzenediol][:0methyl][:1amide][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][Cl][Cl][N][N][FrH0][:=1methyl_amine][:=1methyl_amine][#C][:0pyridine][:1pyridine][=O][:1sulfonic_acid][:3pyrimidine][:2pyridine][:1imidazole][:1imidazole][SH2][:2pyridine][:2imidazole][:0carboxylic_acid][:0pyridine][:0pyridine][:=1methyl_amine][:=1methyl_amine][:1pyridine][:0propyl][:2imidazole][:2imidazole][:2imidazole],CCCNCc1cccnc1C(=O)Oc1cnccc1-c1cncn1-c1cnccc1OS(=O)Oc1cccnc1NCc1cc(O)c(Oc2cccc(O)c2NC(=O)c2cc(O)cc(O)c2N[Fr])c(OCl)c1NN[Fr],"[-10.1293588783, 0.9165013781539215]",crb_N34_b7be0659_opt,b7be0659
bnn_N572_edge172666,[S][=C][C][Branch][C][=Branch][=S][C][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][Cl][.][O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[S][=C][C][Branch][C][=Branch][=S][C][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][Cl],S=C1C(Cl)C([Fr])=[SH]CN1[Fr],"[-10.952231, 1.1034522]",[FrH0][FrH0][:0benzenediol][Branch][:0phosphoric_acid][=S][:4benzenealcohol][S][S][:0pyridine][:0pyridine][Ring1][pop][pop][:1imidazole][:1imidazole][:2pyridine][:0propyl][:1pyrimidine][:1pyrimidine][:2pyridine][:1pyrimidine][:1pyrimidine][:2benzenealcohol][:1alkyne][.][O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[FrH0][FrH0][:0benzenediol][Branch][:0phosphoric_acid][=S][:4benzenealcohol][S][S][:0pyridine][:0pyridine][Ring1][pop][pop][:1imidazole][:1imidazole][:2pyridine][:0propyl][:1pyrimidine][:1pyrimidine][:2pyridine][:1pyrimidine][:1pyrimidine][:2benzenealcohol][:1alkyne],[Fr][Fr],"[-11.5223064023, 1.12183595857753]",bnn_N572_d53070ad_opt,d53070ad
qtz_N219_edge143939,[Br][C][N][Branch][C][Branch][S][=Branch][=C][Branch][C][Branch][Br][pop][Branch][Br][pop][Ring1][=Branch][pop][FrH0][pop][Br][pop][Branch][Br][pop][Br][pop][FrH0][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][qtz],[Br][C][N][Branch][C][Branch][S][=Branch][=C][Branch][C][Branch][Br][pop][Branch][Br][pop][Ring1][=Branch][pop][FrH0][pop][Br][pop][Branch][Br][pop][Br][pop][FrH0],BrC1N([Fr])C(Br)(Br)S(Br)=C([Fr])C1(Br)Br,"[-8.902922, 0.9440333]",[:0sulfonic_acid][:0sulfonic_acid][N][Branch][C][Branch][FrH0][:0benzenediol][:0benzenediol][Cl][:0benzenediol][S][N][S][=O][:0benzenediol][:2benzenediol][:0propyl][:0imidazole][=P][:0benzenediol][:1imidazole][FrH0][:0benzenediol][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0benzenediol][:0propyl][:0propyl][:1pyrimidine][:1pyrimidine][:1alkyne][Branch][:2pyridine][:2pyridine][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][qtz],[:0sulfonic_acid][:0sulfonic_acid][N][Branch][C][Branch][FrH0][:0benzenediol][:0benzenediol][Cl][:0benzenediol][S][N][S][=O][:0benzenediol][:2benzenediol][:0propyl][:0imidazole][=P][:0benzenediol][:1imidazole][FrH0][:0benzenediol][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0benzenediol][:0propyl][:0propyl][:1pyrimidine][:1pyrimidine][:1alkyne][Branch][:2pyridine][:2pyridine],CCCOc1c(C#Cc2ccncc2)ccc(O)c1-c1c(O)c(-n2ccnc2-c2cc(O)cc(O)c2-c2cc(O)c(C([Fr])NO[SH]=O)c(OCl)c2SN[SH]=O)c(O[Fr])c(CCC)c1CCC,"[-9.0662007583, 0.7998949877977933]",qtz_N219_eba4eec3_opt,eba4eec3
dmp_N125_edge157527,[F][:0benzene][Ring2][FrH0][pop][Ring2][C][C][Branch][C][Ring1][#Branch][pop][F][pop][Ring1][FrH0][pop][.][Fr][C][O][Cu][O][C][Branch1][C][Fr][O][Cu][Branch2][Ring1][#C][O][C][Branch1][C][Fr][O][Cu][Branch1][Ring2][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][S][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][dmp],[F][:0benzene][Ring2][FrH0][pop][Ring2][C][C][Branch][C][Ring1][#Branch][pop][F][pop][Ring1][FrH0][pop],Fc1cc([Fr])c2c(c1[Fr])CC(F)C2,"[-11.445606, 0.98910993]",[F][:0benzene][=Branch][FrH0][pop][Ring2][C][C][Branch][C][Ring1][:4benzenediol][pop][=P][=P][=P][FrH0][pop][:1imidazole][:1amide][.][Fr][C][O][Cu][O][C][Branch1][C][Fr][O][Cu][Branch2][Ring1][#C][O][C][Branch1][C][Fr][O][Cu][Branch1][Ring2][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][S][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][dmp],[F][:0benzene][=Branch][FrH0][pop][Ring2][C][C][Branch][C][Ring1][:4benzenediol][pop][=P][=P][=P][FrH0][pop][:1imidazole][:1amide],CC(Cc1c(F)cc([Fr])cc1C(N)=O)=[PH]=[PH]=P[Fr],"[-15.59281466, 1.676173561366346]",dmp_N125_07473fca_opt,07473fca
lcy_N489_edge19910,[F][C][Branch][C][Branch][C][Branch][C][Branch][N][Branch][C][FrH0][pop][F][pop][Branch][F][pop][F][pop][F][pop][F][pop][FrH0][.][Fr][C][C][=C][C][N][Branch1][Ring2][C][=Ring1][=Branch1][Cu][Branch1][=C][N][C][=Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lcy],[F][C][Branch][C][Branch][C][Branch][C][Branch][N][Branch][C][FrH0][pop][F][pop][Branch][F][pop][F][pop][F][pop][F][pop][FrH0],FC([Fr])C(F)C(F)C(F)(F)N(F)C[Fr],"[-11.048955, 0.9234511]",[P][:1alkyne][:5benzenealcohol][:1carboxylic_acid][:5benzenediol][:0benzenediol][:1methyl_amine][:1benzenealcohol][pop][=Branch][FrH0][pop][:3pyrimidine][:1pyrimidine][Ring2][:0benzenediol][:0benzenediol][:3pyrimidine][:0benzenediol][:0benzenediol][:3pyrimidine][:1pyrimidine][:0propyl][:1methyl_amine][:2benzenediol][:2pyridine][:2pyridine][FrH0][:2pyridine][:1carboxylic_acid][:1amide][:2pyridine][:1amide][:4benzenealcohol][:2pyridine][:0phosphoric_acid][Ring2][:3imidazole][:2pyridine][.][Fr][C][C][=C][C][N][Branch1][Ring2][C][=Ring1][=Branch1][Cu][Branch1][=C][N][C][=Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lcy],[P][:1alkyne][:5benzenealcohol][:1carboxylic_acid][:5benzenediol][:0benzenediol][:1methyl_amine][:1benzenealcohol][pop][=Branch][FrH0][pop][:3pyrimidine][:1pyrimidine][Ring2][:0benzenediol][:0benzenediol][:3pyrimidine][:0benzenediol][:0benzenediol][:3pyrimidine][:1pyrimidine][:0propyl][:1methyl_amine][:2benzenediol][:2pyridine][:2pyridine][FrH0][:2pyridine][:1carboxylic_acid][:1amide][:2pyridine][:1amide][:4benzenealcohol][:2pyridine][:0phosphoric_acid][Ring2][:3imidazole][:2pyridine],O=C(C#CP)Oc1c(O[Fr])ccc(-c2cc(-c3c(O)cccc3Oc3ccnc(-c4c(O)cccc4Oc4ncncc4CNc4ccnc(C(=O)Oc5ccncc5-c5ccccc5OOP(=O)(O)Oc5c[nH]cn5)c4[Fr])n3)ncn2)c1Oc1cccc(O)c1,"[-15.6228842624, 1.4311063421800003]",lcy_N489_1c55f4bb_opt,1c55f4bb
sod_N601_edge212737,[O][C][=C][C][=C][C][Branch][C][=Branch][=C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][=N][pop][Ring1][Branch][pop][FrH0][pop][O][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sod],[O][C][=C][C][=C][C][Branch][C][=Branch][=C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][=N][pop][Ring1][Branch][pop][FrH0][pop][O],OC1=CC2=CC(O)C([Fr])=C2C=CC1[Fr],"[-7.2498264, 0.595836]",[:0propyl][Branch][:2pyrimidine][Branch][:0propyl][:0benzenediol][:0propyl][=P][:0benzenediol][:0propyl][:0propyl][pop][=P][Branch][FrH0][pop][S][=C][S][S][=C][N][FrH0][:0propyl][=S][:1pyrimidine][:0propyl][:0propyl][:2pyridine][pop][:1imidazole][:1imidazole][:1methyl_amine][:2pyridine][:2pyrimidine][:2pyridine][:2pyridine][:1methyl_amine][:2pyridine][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sod],[:0propyl][Branch][:2pyrimidine][Branch][:0propyl][:0benzenediol][:0propyl][=P][:0benzenediol][:0propyl][:0propyl][pop][=P][Branch][FrH0][pop][S][=C][S][S][=C][N][FrH0][:0propyl][=S][:1pyrimidine][:0propyl][:0propyl][:2pyridine][pop][:1imidazole][:1imidazole][:1methyl_amine][:2pyridine][:2pyrimidine][:2pyridine][:2pyridine][:1methyl_amine][:2pyridine],CCCOc1c([Fr])c(CS[SH]=CN[Fr])c(Sc2ncncc2CCC)c(On2cncc2-c2ccncc2-c2ccncc2CN)c1Pc1ncnc(CCC)c1CCC,"[-6.4110623394, 0.5131735640520503]",sod_N601_b4db96e3_opt,b4db96e3
qtz_N547_edge93437,[N][C][Branch][O][C][C][C][C][C][Branch][O][FrH0][pop][Cl][pop][O][FrH0][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][qtz],[N][C][Branch][O][C][C][C][C][C][Branch][O][FrH0][pop][Cl][pop][O][FrH0],NC(O[Fr])OCCCCC(Cl)O[Fr],"[-3.5416355, 0.17659234]",[FrH0][N][:4benzenealcohol][Ring2][:0methyl][:0methyl][:0methyl][:0methyl][:4benzenealcohol][P][P][:1methyl_amine][:0methyl][=Ring2][=Ring2][=Ring2][=Ring2][=Ring2][=Ring2][:1benzenediol][:0methyl][:3pyrimidine][:1pyridine][=Ring2][:4benzenealcohol][:4benzenealcohol][=S][Ring2][Ring2][:0pyrimidine][:1pyrimidine][Ring2][:0benzenediol][:0pyrimidine][:0benzenediol][FrH0][FrH0][:0pyrimidine][Ring2][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][qtz],[FrH0][N][:4benzenealcohol][Ring2][:0methyl][:0methyl][:0methyl][:0methyl][:4benzenealcohol][P][P][:1methyl_amine][:0methyl][=Ring2][=Ring2][=Ring2][=Ring2][=Ring2][=Ring2][:1benzenediol][:0methyl][:3pyrimidine][:1pyridine][=Ring2][:4benzenealcohol][:4benzenealcohol][=S][Ring2][Ring2][:0pyrimidine][:1pyrimidine][Ring2][:0benzenediol][:0pyrimidine][:0benzenediol][FrH0][FrH0][:0pyrimidine][Ring2],CCc1c([PH]2=NC2)cc(N[Fr])c(Oc2cnccc2-c2ccccc2OSc2cc(-c3c(O)cccc3Oc3c(O)cccc3O[Fr])ncn2)c1CC,"[-5.5766986008, 0.5325135047943579]",qtz_N547_07a28b37_opt,07a28b37
utp_N321_edge175616,[:0nitrile][C][C][=C][:0benzene][Ring2][FrH0][pop][Branch][N][=C][Branch][FrH0][pop][Ring1][=C][pop][pop][.][Fr][C][=C][Branch2][Branch1][=C][C][Branch1][C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][B][Branch2][Ring1][=Branch1][C][=C][Branch1][C][C][C][=Branch1][=N][=C][Branch1][C][Fr][C][Branch1][C][C][=C][Ring1][=Branch2][C][C][C][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][C][Fr][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][C][C][C][&&][utp],[:0nitrile][C][C][=C][:0benzene][Ring2][FrH0][pop][Branch][N][=C][Branch][FrH0][pop][Ring1][=C][pop][pop],N#Cc1cc2cc([Fr])ccc2nc1[Fr],"[-4.5383472, 0.28482714]",[:0propyl][C][:1pyrimidine][Branch][:1amide][=P][=P][:3pyrimidine][pop][pop][Ring2][FrH0][pop][Ring1][:3pyrimidine][Ring2][FrH0][pop][pop][pop][.][Fr][C][=C][Branch2][Branch1][=C][C][Branch1][C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][B][Branch2][Ring1][=Branch1][C][=C][Branch1][C][C][C][=Branch1][=N][=C][Branch1][C][Fr][C][Branch1][C][C][=C][Ring1][=Branch2][C][C][C][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][C][Fr][C][=Branch1][Branch1][=C][Ring1][#Branch1][C][C][C][C][C][&&][utp],[:0propyl][C][:1pyrimidine][Branch][:1amide][=P][=P][:3pyrimidine][pop][pop][Ring2][FrH0][pop][Ring1][:3pyrimidine][Ring2][FrH0][pop][pop][pop],CCCc1nc(C(=O)N=Pc2ccncn2)nc(-c2cc([Fr])ncn2)c1[Fr],"[-6.3622610793, 0.5709184966940822]",utp_N321_f34a1ab2_opt,f34a1ab2
dia-f_N613_edge198779,[FrH0][C][Branch][C][Branch][C][Branch][C][Branch][C][=C][C][FrH0][pop][=C][C][pop][=Ring1][->][Branch][pop][:1alkyne][pop][=Ring1][->][=N][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][dia-f],[FrH0][C][Branch][C][Branch][C][Branch][C][Branch][C][=C][C][FrH0][pop][=C][C][pop][=Ring1][->][Branch][pop][:1alkyne][pop][=Ring1][->][=N],C#CC1C([Fr])=CC=C2C=CC([Fr])=C21,"[-4.1840034, 0.19647424]",[:0benzenediol][:0pyrimidine][:=0amide][FrH0][pop][:0propyl][#N][#N][#N][:0propyl][:4benzenealcohol][Branch][FrH0][:0benzenediol][:0pyrimidine][:0pyrimidine][:2pyrimidine][:=1methyl_amine][:2pyrimidine][Ring2][:1imidazole][:0benzenediol][:0propyl][:3pyrimidine][:0methyl][Cl][:0benzenediol][FrH0][:2imidazole][:0pyrimidine][:2imidazole][:2imidazole][:2imidazole][:0pyrimidine][:0pyrimidine][:2imidazole][:2pyrimidine][:0propyl][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][dia-f],[:0benzenediol][:0pyrimidine][:=0amide][FrH0][pop][:0propyl][#N][#N][#N][:0propyl][:4benzenealcohol][Branch][FrH0][:0benzenediol][:0pyrimidine][:0pyrimidine][:2pyrimidine][:=1methyl_amine][:2pyrimidine][Ring2][:1imidazole][:0benzenediol][:0propyl][:3pyrimidine][:0methyl][Cl][:0benzenediol][FrH0][:2imidazole][:0pyrimidine][:2imidazole][:2imidazole][:2imidazole][:0pyrimidine][:0pyrimidine][:2imidazole][:2pyrimidine][:0propyl],CCCN=NOc1ccc([Fr])c(Oc2nccc(-c3cncnc3-c3cnc(-n4c([Fr])nc(Cl)c4CCC)nc3-c3[nH]cnc3-c3[nH]cnc3-c3nccc(-c4cncnc4)n3)n2)c1NC=O,"[-8.9241846158, 0.7937612845161847]",dia-f_N613_1153bc72_opt,1153bc72
cds_N529_edge14961,[:0alkene][C][C][Branch][C][Branch][C][Branch][S][C][FrH0][pop][:0alkene][pop][:0alkene][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Zn][O][P][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][S][O][P][Branch1][C][Fr][Branch1][Branch1][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch2][O][Ring2][Ring1][#Branch1][&&][cds],[:0alkene][C][C][Branch][C][Branch][C][Branch][S][C][FrH0][pop][:0alkene][pop][:0alkene][pop][FrH0][pop],O=CC([Fr])C(C=O)C(C=O)SC[Fr],"[-9.346187, 0.93219817]",[:0propyl][C][C][Branch][C][=Branch][=P][pop][FrH0][pop][:0benzenediol][Ring1][:0benzenediol][#Branch][FrH0][pop][Ring2][:3pyrimidine][pop][Ring2][:1imidazole][Ring2][:0methyl][pop][pop][pop][pop][.][O][=C][Branch1][C][Fr][O][Zn][O][P][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][S][O][P][Branch1][C][Fr][Branch1][Branch1][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch2][O][Ring2][Ring1][#Branch1][&&][cds],[:0propyl][C][C][Branch][C][=Branch][=P][pop][FrH0][pop][:0benzenediol][Ring1][:0benzenediol][#Branch][FrH0][pop][Ring2][:3pyrimidine][pop][Ring2][:1imidazole][Ring2][:0methyl][pop][pop][pop][pop],CCCC(C(=P)[Fr])c1c(O)cccc1Oc1c(O[Fr])cc(-n2cnc(CC)c2)cc1Oc1ccncn1,"[-11.848308265, 1.1362030687156626]",cds_N529_049c2bed_opt,049c2bed
lvt_N524_edge124493,[FrH0][C][O][C][Branch][C][=C][C][=Branch][=C][Ring1][Branch][pop][FrH0][pop][:1alkyne][.][S][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][S][&&][lvt],[FrH0][C][O][C][Branch][C][=C][C][=Branch][=C][Ring1][Branch][pop][FrH0][pop][:1alkyne],C#CC1(OC[Fr])C=CC([Fr])=C1,"[-5.2597322, 0.38640594]",[:0amide][Ring1][S][:0benzenediol][Ring1][FrH0][:0benzenealcohol][Ring1][:1imidazole][pop][pop][Ring1][:4benzenealcohol][Ring1][:1imidazole][Ring1][:4benzenediol][:3pyrimidine][:3benzenediol][Ring2][FrH0][pop][Branch][=S][#Branch][C][:0benzenediol][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring1][:3pyrimidine][pop][pop][:3pyrimidine][:1amide][S][:2pyridine][.][S][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][S][&&][lvt],[:0amide][Ring1][S][:0benzenediol][Ring1][FrH0][:0benzenealcohol][Ring1][:1imidazole][pop][pop][Ring1][:4benzenealcohol][Ring1][:1imidazole][Ring1][:4benzenediol][:3pyrimidine][:3benzenediol][Ring2][FrH0][pop][Branch][=S][#Branch][C][:0benzenediol][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring1][:3pyrimidine][pop][pop][:3pyrimidine][:1amide][S][:2pyridine],O=C(Nc1ccccc1On1cncc1-c1ccc(O)cc1Oc1cc(O[Fr])cc(O)c1SCc1c(O)cccc1Oc1c(O)ccc(C(=O)Nc2ccncc2)c1Oc1c(O)cccc1Oc1ccncn1)Sc1c(O)cccc1O[Fr],"[-8.014148926, 0.7232275293999597]",lvt_N524_33d27462_opt,33d27462
