seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name,linker_hash
sxb_N262_edge17960,[:0O_nitrile][C][C][Branch][O][O][O][FrH0][pop][C][O][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],[:0O_nitrile][C][C][Branch][O][O][O][FrH0][pop][C][O][FrH0][pop],N#COC(CO[Fr])OOO[Fr],"[-8.476298, 0.770899]",[:0propyl][C][:0benzenediol][Ring1][:0benzenediol][Ring1][FrH0][pop][pop][Ring1][O][FrH0][pop][pop][.][O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],[:0propyl][C][:0benzenediol][Ring1][:0benzenediol][Ring1][FrH0][pop][pop][Ring1][O][FrH0][pop][pop],CCCc1c(O)ccc(O[Fr])c1Oc1c(O)cccc1O[Fr],"[-10.4337483324, 1.002378167378102]",sxb_N262_6466f1a6,6466f1a6
sra_N450_edge192861,[Cl][C][=C][Branch][C][C][Branch][C][=Branch][=C][Branch][Cl][pop][Ring1][=Branch][pop][FrH0][pop][Branch][Cl][pop][Cl][pop][N][=C][Branch][C][FrH0][pop][Cl][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][sra],[Cl][C][=C][Branch][C][C][Branch][C][=Branch][=C][Branch][Cl][pop][Ring1][=Branch][pop][FrH0][pop][Branch][Cl][pop][Cl][pop][N][=C][Branch][C][FrH0][pop][Cl],ClC(C[Fr])=NC1=C(Cl)C(Cl)=C([Fr])C(Cl)(Cl)C1,"[-7.327129, 0.68970567]",[:=0methyl_amine][Ring1][=C][:3pyrimidine][=Ring2][Cl][pop][Ring1][FrH0][pop][=S][:1imidazole][:1imidazole][:3pyrimidine][pop][:0benzenealcohol][Cl][pop][Branch][:1methyl_amine][FrH0][FrH0][pop][pop][:0methyl][=S][pop][:0propyl][:0propyl][:1imidazole][:2pyrimidine][pop][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:2pyridine][:0benzenealcohol][Branch][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][sra],[:=0methyl_amine][Ring1][=C][:3pyrimidine][=Ring2][Cl][pop][Ring1][FrH0][pop][=S][:1imidazole][:1imidazole][:3pyrimidine][pop][:0benzenealcohol][Cl][pop][Branch][:1methyl_amine][FrH0][FrH0][pop][pop][:0methyl][=S][pop][:0propyl][:0propyl][:1imidazole][:2pyrimidine][pop][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:2pyridine][:0benzenealcohol][Branch],CCCNC=Cc1nc(Cl)nc([Fr])c1-n1c(CN[Fr])nc(Cl)c1-c1ccncn1,"[-20.0754032516, 1.6733498182584303]",sra_N450_f1a8469b,f1a8469b
eta_N415_edge166732,[F][C][=C][Branch][O][C][=C][C][=C][Branch][C][=Branch][=C][Branch][F][pop][Ring1][N][pop][Ring1][Branch][pop][FrH0][pop][FrH0][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][eta],[F][C][=C][Branch][O][C][=C][C][=C][Branch][C][=Branch][=C][Branch][F][pop][Ring1][N][pop][Ring1][Branch][pop][FrH0][pop][FrH0],Fc1c([Fr])oc2ccc([Fr])c-2c1F,"[-0.62120146, -0.14089456]",[:0benzenediol][#Branch][FrH0][pop][Ring1][:3pyrimidine][:3pyrimidine][S][FrH0][pop][pop][:0benzenediol][:1imidazole][:1pyrimidine][P][:0pyrimidine][pop][pop][:0pyrimidine][:0propyl][:2pyrimidine][pop][pop][:0benzenealcohol][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][eta],[:0benzenediol][#Branch][FrH0][pop][Ring1][:3pyrimidine][:3pyrimidine][S][FrH0][pop][pop][:0benzenediol][:1imidazole][:1pyrimidine][P][:0pyrimidine][pop][pop][:0pyrimidine][:0propyl][:2pyrimidine][pop][pop][:0benzenealcohol],CCCc1ccc(O[Fr])c(-c2ccnc(S[Fr])n2)c1On1cncc1Pc1ncccn1,"[-8.1562093108, 0.6953631311250776]",eta_N415_24365ee4,24365ee4
utk_N611_edge114428,[F][C][=Branch][=C][:1pyridine][Branch][FrH0][pop][pop][FrH0][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utk],[F][C][=Branch][=C][:1pyridine][Branch][FrH0][pop][pop][FrH0],FC([Fr])=Cc1ccc([Fr])nc1,"[-2.77738, 0.08853636]",[:0amide][Ring2][Cl][=Ring2][S][:3pyrimidine][:0benzenediol][FrH0][pop][:0pyrimidine][=S][Branch][=S][pop][FrH0][pop][pop][:0benzenealcohol][:0benzenealcohol][Ring2][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utk],[:0amide][Ring2][Cl][=Ring2][S][:3pyrimidine][:0benzenediol][FrH0][pop][:0pyrimidine][=S][Branch][=S][pop][FrH0][pop][pop][:0benzenealcohol][:0benzenealcohol][Ring2],O=C(NCl)Sc1cc([SH](S)[Fr])nc([Fr])n1,"[-10.2897515927, 0.8666142713987278]",utk_N611_e8f35b95,e8f35b95
eta_N96_edge16319,[S][=C][C][Branch][C][C][Branch][FrH0][pop][Ring1][Ring1][pop][FrH0][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][eta],[S][=C][C][Branch][C][C][Branch][FrH0][pop][Ring1][Ring1][pop][FrH0],S=CC1([Fr])CC1[Fr],"[-3.1957045, 0.17815731]",[FrH0][O][:0sulfonic_acid][:2imidazole][FrH0][Cl][FrH0][FrH0][:1pyridine][Branch][=O][S][S][S][:0imidazole][:0imidazole][:0imidazole][:0imidazole][Branch][Branch][Branch][:0benzenediol][:0pyrimidine][#N][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0benzenediol][:0benzenediol][:1pyridine][:1pyridine][:1pyridine][:0pyridine][:1pyridine][:1methyl_amine][:1methyl_amine][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][eta],[FrH0][O][:0sulfonic_acid][:2imidazole][FrH0][Cl][FrH0][FrH0][:1pyridine][Branch][=O][S][S][S][:0imidazole][:0imidazole][:0imidazole][:0imidazole][Branch][Branch][Branch][:0benzenediol][:0pyrimidine][#N][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0benzenediol][:0benzenediol][:1pyridine][:1pyridine][:1pyridine][:0pyridine][:1pyridine][:1methyl_amine][:1methyl_amine],O=S([Fr])OO[Fr],"[-10.5873071706, 0.8732519989714373]",eta_N96_f4a6f6cd,f4a6f6cd
cds_N561_edge183811,[N][C][Branch][:0benzene][Branch][C][=Branch][=C][Branch][FrH0][pop][N][pop][N][pop][pop][=C][FrH0][.][Fr][C][C][=C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Co][Branch2][Ring1][Branch1][N][N][=C][Branch1][C][Fr][N][=C][Ring1][=Branch1][C][N][Ring1][=Branch2][C][=C][C][C][=Ring1][=Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][N][=C][Branch1][C][Fr][N][=C][Ring1][=Branch1][C][N][Ring2][Ring1][N][C][=C][C][C][=Ring1][=Branch1][&&][cds],[N][C][Branch][:0benzene][Branch][C][=Branch][=C][Branch][FrH0][pop][N][pop][N][pop][pop][=C][FrH0],NC(=C[Fr])c1ccc(C(N)=C(N)[Fr])cc1,"[-6.797232, 0.46904472]",[F][:0sulfonic_acid][:=0amide][N][:5benzenediol][:3benzenealcohol][:0alkene][:0propyl][:0benzenediol][FrH0][:1methyl_amine][:1pyridine][N][S][S][S][S][:0pyridine][:0pyridine][:4benzenealcohol][Branch][=S][=S][FrH0][FrH0][:0benzenediol][:0propyl][:1pyrimidine][:0benzenediol][:3pyrimidine][:0benzenediol][:0pyridine][:0benzenediol][:0benzenediol][:0benzenediol][:0pyridine][:0pyridine][:3pyrimidine][.][Fr][C][C][=C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Co][Branch2][Ring1][Branch1][N][N][=C][Branch1][C][Fr][N][=C][Ring1][=Branch1][C][N][Ring1][=Branch2][C][=C][C][C][=Ring1][=Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][N][=C][Branch1][C][Fr][N][=C][Ring1][=Branch1][C][N][Ring2][Ring1][N][C][=C][C][C][=Ring1][=Branch1][&&][cds],[F][:0sulfonic_acid][:=0amide][N][:5benzenediol][:3benzenealcohol][:0alkene][:0propyl][:0benzenediol][FrH0][:1methyl_amine][:1pyridine][N][S][S][S][S][:0pyridine][:0pyridine][:4benzenealcohol][Branch][=S][=S][FrH0][FrH0][:0benzenediol][:0propyl][:1pyrimidine][:0benzenediol][:3pyrimidine][:0benzenediol][:0pyridine][:0benzenediol][:0benzenediol][:0benzenediol][:0pyridine][:0pyridine][:3pyrimidine],O=Cc1c(ONS(=O)OF)ccc(-c2cncc(SSSSc3ncccc3-c3cc(-c4c(O)cccc4Oc4ncncc4-c4ccnc(-c5ncccc5-c5c(O)cccc5Oc5ncccc5-c5ccncn5)n4)c([SH]=[SH][Fr])cc3O)c2)c1O[Fr],"[-7.3882452279, 0.7495091261924913]",cds_N561_0899f5e9,0899f5e9
sra_N133_edge187065,[N][C][=C][C][=Branch][=C][Branch][C][=C][Branch][C][=Branch][=C][Branch][C][=Branch][=C][Ring1][=N][pop][Ring1][Branch][pop][N][pop][FrH0][pop][N][pop][N][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][sra],[N][C][=C][C][=Branch][=C][Branch][C][=C][Branch][C][=Branch][=C][Branch][C][=Branch][=C][Ring1][=N][pop][Ring1][Branch][pop][N][pop][FrH0][pop][N][pop][N][pop][FrH0],Nc1cc([Fr])c(N)c2c(N)c([Fr])c(N)c-2c1,"[-9.013132, 0.854211]",[#N][=P][=P][:0benzenediol][Branch][FrH0][=P][=P][:0propyl][N][pop][:5benzenediol][Cl][Branch][:0O_nitrile][pop][->][FrH0][FrH0][:0amide][:0amide][#Branch][:2imidazole][:0benzenediol][=S][:0benzenediol][:0propyl][Ring2][:2benzenealcohol][:3pyrimidine][:2benzenediol][:1imidazole][=P][:3pyrimidine][:2pyridine][:2pyridine][:2benzenealcohol][:0benzenealcohol][:0benzenealcohol][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][sra],[#N][=P][=P][:0benzenediol][Branch][FrH0][=P][=P][:0propyl][N][pop][:5benzenediol][Cl][Branch][:0O_nitrile][pop][->][FrH0][FrH0][:0amide][:0amide][#Branch][:2imidazole][:0benzenediol][=S][:0benzenediol][:0propyl][Ring2][:2benzenealcohol][:3pyrimidine][:2benzenediol][:1imidazole][=P][:3pyrimidine][:2pyridine][:2pyridine][:2benzenealcohol][:0benzenealcohol][:0benzenealcohol],CCCPc1c([Fr])c(OC#N)c(O[Fr])c(P=[PH]=N)c1OCl,"[-14.0771828701, 1.325896227829426]",sra_N133_8fefe5ba,8fefe5ba
nbo_N424_edge106242,[O][C][Branch][O][FrH0][pop][:0methyl_amine][Ring1][C][=C][Branch][FrH0][pop][P][pop][.][S][Fe][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][S][&&][nbo],[O][C][Branch][O][FrH0][pop][:0methyl_amine][Ring1][C][=C][Branch][FrH0][pop][P][pop],OC(NCC=C(P)[Fr])O[Fr],"[-3.8187993, 0.1862301]",[:0benzenediol][:0benzenediol][:1amide][:0benzenediol][FrH0][pop][pop][:0propyl][:0benzenealcohol][:0benzenediol][:4benzenealcohol][Ring2][:0benzenealcohol][Ring1][S][C][:0alkene][S][S][S][S][:2pyrimidine][SH2][=S][Branch][Branch][:0methyl][FrH0][:1amide][:1amide][FrH0][:0pyrimidine][P][pop][:0pyrimidine][Ring2][:0pyrimidine][=S][pop][.][S][Fe][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][S][&&][nbo],[:0benzenediol][:0benzenediol][:1amide][:0benzenediol][FrH0][pop][pop][:0propyl][:0benzenealcohol][:0benzenediol][:4benzenealcohol][Ring2][:0benzenealcohol][Ring1][S][C][:0alkene][S][S][S][S][:2pyrimidine][SH2][=S][Branch][Branch][:0methyl][FrH0][:1amide][:1amide][FrH0][:0pyrimidine][P][pop][:0pyrimidine][Ring2][:0pyrimidine][=S][pop],CC[SH](C(=O)N[Fr])c1nc2nc-2c1SSc1ccc(O)c(-c2cccc(-c3cccc(O)c3Oc3cccc(O)c3C(=O)N[Fr])c2O)c1SCC=O,"[-7.9190472671, 0.64388046660747]",nbo_N424_465b18ce,465b18ce
sra_N184_edge203472,[O][C][=C][Branch][C][=Branch][=C][Branch][C][=N][N][N][Branch][C][Branch][O][pop][Ring1][Branch][pop][FrH0][pop][Ring1][Ring2][pop][O][pop][FrH0][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][sra],[O][C][=C][Branch][C][=Branch][=C][Branch][C][=N][N][N][Branch][C][Branch][O][pop][Ring1][Branch][pop][FrH0][pop][Ring1][Ring2][pop][O][pop][FrH0],OC1=C([Fr])C(O)=C1C1=NNN([Fr])C1O,"[-4.6891775, 0.3652972]",[:0benzenediol][:0benzenediol][FrH0][#C][:=1methyl_amine][:=1methyl_amine][:1pyrimidine][Ring2][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:1pyrimidine][:0benzenediol][:3pyrimidine][:0benzenediol][:0benzenediol][:2imidazole][:0benzenediol][:3pyrimidine][:0benzenediol][:3pyrimidine][FrH0][:1carboxylic_acid][:2pyridine][:1pyrimidine][:2imidazole][:2pyridine][:1pyrimidine][:2pyridine][:2pyridine][:2imidazole][:2pyridine][:2pyridine][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][sra],[:0benzenediol][:0benzenediol][FrH0][#C][:=1methyl_amine][:=1methyl_amine][:1pyrimidine][Ring2][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:1pyrimidine][:0benzenediol][:3pyrimidine][:0benzenediol][:0benzenediol][:2imidazole][:0benzenediol][:3pyrimidine][:0benzenediol][:3pyrimidine][FrH0][:1carboxylic_acid][:2pyridine][:1pyrimidine][:2imidazole][:2pyridine][:1pyrimidine][:2pyridine][:2pyridine][:2imidazole][:2pyridine][:2pyridine],Oc1ccc(CNc2cc(-c3c(O)cccc3Oc3c(O)cccc3Oc3c(O)cccc3Oc3c(O)cccc3Oc3ncncc3-c3ccnc(-c4c(O)cccc4Oc4c(O)cccc4Oc4c(O)ccc(-c5ccncc5-c5[nH]cnc5-c5ncncc5-c5ccncc5-c5ccncc5)c4O[Fr])n3)ncn2)c(O)c1[Fr],"[-10.7742535677, 0.9658538211460203]",sra_N184_71f35c76,71f35c76
nbo_N193_edge85456,[:0methyl_amine][Ring1][C][=C][Branch][C][=C][Branch][O][FrH0][pop][Ring1][Ring2][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][nbo],[:0methyl_amine][Ring1][C][=C][Branch][C][=C][Branch][O][FrH0][pop][Ring1][Ring2][pop][FrH0][pop],NCC1=C([Fr])C=C1O[Fr],"[-4.796513, 0.36558732]",[:0propyl][C][:0benzenediol][#Branch][FrH0][pop][Ring2][FrH0][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:2imidazole][pop][pop][=P][:2pyrimidine][:2imidazole][O][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][nbo],[:0propyl][C][:0benzenediol][#Branch][FrH0][pop][Ring2][FrH0][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:2imidazole][pop][pop][=P][:2pyrimidine][:2imidazole][O],CCCc1c(O[Fr])ccc(-c2c(O)ccc(-c3cncnc3O)c2Oc2c(O)cccc2O)c1O[Fr],"[-11.4446767339, 0.9651361206230731]",nbo_N193_befd6801,befd6801
utp_N298_edge207293,[:0methyl_amine][Ring1][C][=N][C][Branch][C][=Branch][=C][C][=C][Branch][C][=Branch][=C][Ring1][N][pop][FrH0][pop][Ring1][Branch][pop][FrH0][pop][:1methyl_amine][pop][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][utp],[:0methyl_amine][Ring1][C][=N][C][Branch][C][=Branch][=C][C][=C][Branch][C][=Branch][=C][Ring1][N][pop][FrH0][pop][Ring1][Branch][pop][FrH0][pop][:1methyl_amine][pop],NCC1=NC2(CN)C([Fr])=CC=C2C([Fr])=C1,"[-3.4706514, 0.20669436]",[:0methyl][C][:4benzenediol][Ring1][Cl][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring1][FrH0][pop][Ring1][:1imidazole][Branch][:1methyl_amine][:0propyl][:0methyl][pop][pop][pop][pop][FrH0][:0pyrimidine][Cl][FrH0][pop][pop][FrH0][:0benzenediol][Branch][Branch][:2pyrimidine][:2imidazole][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][utp],[:0methyl][C][:4benzenediol][Ring1][Cl][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring1][FrH0][pop][Ring1][:1imidazole][Branch][:1methyl_amine][:0propyl][:0methyl][pop][pop][pop][pop][FrH0][:0pyrimidine][Cl][FrH0][pop][pop][FrH0][:0benzenediol][Branch][Branch][:2pyrimidine][:2imidazole],CCNCc1nccn1-c1ccc(O)c(Oc2c(-c3c(O)ccc(CC)c3OCl)c(O)cc(-c3c(O)cc(-c4cncnc4)cc3O)c2-c2nccc([Fr])n2)c1O[Fr],"[-7.589207751, 0.6541217951939201]",utp_N298_eb5b5adc,eb5b5adc
ths_N411_edge86194,[FrH0][C][N][C][Branch][C][Branch][:0methyl][pop][N][Branch][FrH0][pop][:1methyl_amine][Ring1][Ring1][O][pop][pop][:0methyl][.][Fr][N][N][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cu][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][ths],[FrH0][C][N][C][Branch][C][Branch][:0methyl][pop][N][Branch][FrH0][pop][:1methyl_amine][Ring1][Ring1][O][pop][pop][:0methyl],CCC1NC([Fr])NCN([Fr])C1CC,"[-10.63488, 1.1756852]",[#C][C][:3pyrimidine][:3pyrimidine][FrH0][:0benzenediol][:0benzenediol][:0benzenediol][Branch][:=1methyl_amine][S][FrH0][pop][:1pyrimidine][Ring2][:1pyrimidine][:0propyl][:0propyl][:0benzenediol][:0propyl][:0propyl][:0propyl][=P][:0pyridine][=P][:1pyrimidine][:1pyrimidine][=Ring2][:0benzenediol][:0propyl][:1pyrimidine][:3pyrimidine][:2imidazole][Ring2][.][Fr][N][N][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cu][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][ths],[#C][C][:3pyrimidine][:3pyrimidine][FrH0][:0benzenediol][:0benzenediol][:0benzenediol][Branch][:=1methyl_amine][S][FrH0][pop][:1pyrimidine][Ring2][:1pyrimidine][:0propyl][:0propyl][:0benzenediol][:0propyl][:0propyl][:0propyl][=P][:0pyridine][=P][:1pyrimidine][:1pyrimidine][=Ring2][:0benzenediol][:0propyl][:1pyrimidine][:3pyrimidine][:2imidazole][Ring2],CCCc1nc(-c2ncccc2-c2cc(-c3ccncn3)ncn2)nc(-c2cc(O)c(-c3cc(CC)nc([Fr])n3)c(OCN[Fr])c2)c1CCC,"[-13.2343353946, 1.101681245198807]",ths_N411_c5c0291c,c5c0291c
cds_N336_edge212187,[FrH0][C][Branch][C][Branch][C][C][pop][=C][C][=C][Branch][C][Branch][FrH0][pop][C][=C][Ring1][#Branch][pop][S][C][pop][=Ring1][->][Ring2][.][Fr][C][O][Zn][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][Branch1][O][Ring2][Ring1][Ring2][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=N][&&][cds],[FrH0][C][Branch][C][Branch][C][C][pop][=C][C][=C][Branch][C][Branch][FrH0][pop][C][=C][Ring1][#Branch][pop][S][C][pop][=Ring1][->][Ring2],CSC1=CC(=C2CC=C2[Fr])C=CC1[Fr],"[-10.684902, 1.0650573]",[:0propyl][C][:3benzenediol][Ring2][:5benzenealcohol][=Branch][:3pyrimidine][:0methyl][FrH0][pop][pop][FrH0][:0methyl][pop][pop][Branch][S][Branch][FrH0][=S][:0propyl][:1methyl_amine][:2pyrimidine][:0benzenediol][:0pyrimidine][:0propyl][:0benzenediol][:3pyrimidine][Ring2][:3pyrimidine][pop][pop][pop][pop][pop][:2pyridine][:2pyridine][:2imidazole][:2pyrimidine][.][Fr][C][O][Zn][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][Branch1][O][Ring2][Ring1][Ring2][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=N][&&][cds],[:0propyl][C][:3benzenediol][Ring2][:5benzenealcohol][=Branch][:3pyrimidine][:0methyl][FrH0][pop][pop][FrH0][:0methyl][pop][pop][Branch][S][Branch][FrH0][=S][:0propyl][:1methyl_amine][:2pyrimidine][:0benzenediol][:0pyrimidine][:0propyl][:0benzenediol][:3pyrimidine][Ring2][:3pyrimidine][pop][pop][pop][pop][pop][:2pyridine][:2pyridine][:2imidazole][:2pyrimidine],CCCOc1cccc(O)c1-c1c(OOc2cccc(-c3ccnc([Fr])n3)c2CC)cc(O)c(S([Fr])=[SH]CCC)c1CCC,"[-28.7466154579, 3.063239759848481]",cds_N336_ded27964,ded27964
